ID,Name,Name_nospace,Description,Ontological Scope,CRM Path,Expected Value Type,Field_Turtle,Category,Authors,Users,Funders
fie_298_Intellectual Creator,Intellectual Creator,Intellectual_Creator,This field is used to indicate the creator of the documented intellectual object.,E28 Conceptual Object,--> P94i --> E65[242_1]  --> P14 --> E39[298_1]<br><br> --> P94i --> E65[242_1]  --> P01 --> PC14[298_2] --> P02 --> E39[298_3],Reference Model,"crm:P94i_was_created_by <https://example.org/event/fie_242_1> .
<https://example.org/event/fie_242_1> a crm:E65_Creation;
crm:P01i_is_domain_of <https://example.org/property/fie_298_1> .
<https://example.org/property/fie_298_1> a crm:PC14_carried_out_by;
crm:P02_has_range <https://example.org/actor/fie_298_2> .
<https://example.org/actor/fie_298_2> a crm:E39_Actor .


",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_299_Production Type,Production Type,Production_Type,This field is used to indicate the type of production activity used in the production of the documented object.,E24 Physical Human-Made Thing,--> P108i --> E12[58_1] --> P2 --> E55[299_1],Concept,"crm:P108i_was_produced_by <https://example.org/event/fie_58_1> .
<https://example.org/event/fie_58_1> a crm:E12_Production;
crm:P2_has_type <https://example.org/physical_object/fie_299_1> .
<https://example.org/physical_object/fie_299_1> a crm:E55_Type .",[CAT.3] Existence,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_300_Intellectual Creator Role,Intellectual Creator Role,Intellectual_Creator_Role,This field is used to indicate the role played by a creator of the documented intellectual object.,E28 Conceptual Object,--> P94i --> E65[242_1] --> P01 --> PC14[298_1] --> P14.1 --> E55[300_1],Concept,"crm:P94i_was_created_by <https://example.org/event/fie_242_1> .
<https://example.org/event/fie_242_1> a crm:E65_Creation;
crm:P01i_is_domain_of <https://example.org/property/fie_298_1> .
<https://example.org/property/fie_298_1> a crm:PC14_carried_out_by;
crm:P14.1_in_the_role_of <https://example.org/type/fie_300_1> .
<https://example.org/type/fie_300_1> a crm:E55_Type .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_302_Event Location,Event Location,Event_Location,This field is used to link an event to an instance of place at which it occured.,E2 Temporal Entity,--> P7--> E53[302_1],Reference Model,"crm:P7_took_place_at
<https://example.org/place/fie_302_1> .
<https://example.org/place/fie_302_1> a 
crm:E53_Place .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_303_Sub-event Participant,Sub-event Participant,Sub-event_Participant,This field is used to link the sub event of an overall event to the actor who carried it out.,E7 Activity,--> P9 --> E7[303_1] --> P01 --> PC14 [303_2] --> P02 --> E39[303_3],Reference Model,"crm:P9_consists_of
<https://example.org/event/fie_303_1> .
<https://example.org/event/fie_303_1> a 
crm:E7_Activity;
crm:P01i_is_domain_of <https://example.org/property/fie_303_2> .
<https://example.org/property/fie_303_2> a crm:PC14_carried_out_by;
crm:P02_has_range <https://example.org/actor/fie_303_3> .
<https://example.org/actor/fie_303_3> a crm:E39_Actor .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_304_Sub-event Participant Role,Sub-event Participant Role,Sub-event_Participant_Role,This field is used to link the sub event of an overall event to the role that the actor who carried it out played.,E7 Activity,--> P9 --> E7[303_1] --> P01 --> PC14 [303_2] --> P14.1 --> E55[304_1] ,Concept,"crm:P9_consists_of
<https://example.org/event/fie_303_1> .
<https://example.org/event/fie_303_1> a 
crm:E7_Activity;
crm:P01i_is_domain_of <https://example.org/property/fie_303_2> .
<https://example.org/property/fie_303_2> a crm:PC14_carried_out_by;
crm:P14.1_in_the_role_of <https://example.org/type/fie_304_1> .
<https://example.org/type/fie_304_1> a crm:E55_Type .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_305_Sub-event Date Earliest,Sub-event Date Earliest,Sub-event_Date_Earliest,This field is use to link the sub event of an event to the earliest time at which it began.,E7 Activity,--> P9 --> E7[303_1] --> P4 --> E52[305_1] --> P82a --> xsd:dateTime,Date,"crm:P9_consists_of
<https://example.org/event/fie_303_1> .
<https://example.org/event/fie_303_1> a 
crm:E7_Activity;
crm:P4_has_time-span <https://example.org/time_span/fie_305_1> .
<https://example.org/time_span/fie_305_1> a crm:E52_Time-Span;
crm:P82a_begin_of_the_begin """"^^xsd:dateTime .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_306_Sub-event Date Latest,Sub-event Date Latest,Sub-event_Date_Latest,This field is use to link the sub event of an event to the latest time at which it ended.,E7 Activity,--> P9 --> E7[303_1] --> P4 --> E52[305_1] --> P82b --> xsd:dateTime,Date,"crm:P9_consists_of
<https://example.org/event/fie_303_1> .
<https://example.org/event/fie_303_1> a 
crm:E7_Activity;
crm:P4_has_time-span <https://example.org/time_span/fie_305_1> .
<https://example.org/time_span/fie_305_1> a crm:E52_Time-Span;
crm:P82b_end_of_the_end """"^^xsd:dateTime .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_307_Sub-event Type,Sub-event Type,Sub-event_Type,This field is used to indicate the type of the sub event of an event.,E7 Activity,--> P9 --> E7[303_1] --> P2 --> E55[307_1],Concept,"crm:P9_consists_of
<https://example.org/event/fie_303_1> .
<https://example.org/event/fie_303_1> a 
crm:E7_Activity;
crm:P2_has_type <https://example.org/type/fie_307_1> .
<https://example.org/type/fie_307_1> a crm:E55_Type .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_308_Sub-event Description,Sub-event Description,Sub-event_Description,This field is used to link the sub event of an event to a description of it.,E7 Activity,--> P9 --> E7[303_1] --> P129i --> E33[308_1],Collection Model,"crm:P9_consists_of
<https://example.org/event/fie_303_1> .
<https://example.org/event/fie_303_1> a 
crm:E7_Activity;
crm:P119i_is_subject_of <https://example.org/conceptual_Object/fie_308_1> .
<https://example.org/conceptual_Object/fie_308_1> a crm:E73_Linguistic_Object .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_309_Motivating Entity,Motivating Entity,Motivating_Entity,This field is used to link an event to an entity that motivated it.,E7 Activity,--> P17 --> E1[309_1],Reference Model,"crm:P17_was_motivated_by <https://example.org/event/fie_309_1> .
<https://example.org/event/fie_309_1> a crm:E1_CRM_Entity .
",[CAT.4] Substance,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_310_Submission Participant,Submission Participant,Submission_Participant,This field is used to link a submission event to the actor who carried it out.,E7 Activity,--> P17i --> E65[310_1] --> P01 --> PC14 [310_2] --> P02 --> E39[310_3],Reference Model,"crm:P17i_motivated
<https://example.org/event/fie_310_1> .
<https://example.org/event/fie_310_1> a 
crm:E65_Creation;
crm:P01i_is_domain_of <https://example.org/property/fie_310_2> .
<https://example.org/property/fie_310_2> a crm:PC14_carried_out_by;
crm:P02_has_range <https://example.org/actor/fie_310_3> .
<https://example.org/actor/fie_310_3> a crm:E39_Actor .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_311_Submission Participant Role,Submission Participant Role,Submission_Participant_Role,This field is used to link the actor in a submission event to the role they carried out.,E7 Activity,-->  P17i --> E65[310_1] --> P01 --> PC14 [310_2] --> P14.1 --> E55[311_1],Concept,"crm:P17i_motivated
<https://example.org/event/fie_310_1> .
<https://example.org/event/fie_310_1> a 
crm:E65_Creation;
crm:P01i_is_domain_of <https://example.org/property/fie_310_2> .
<https://example.org/property/fie_310_2> a crm:PC14_carried_out_by;
crm:P14.1_in_the_role_of <https://example.org/type/fie_311_1> .
<https://example.org/type/fie_311_1> a crm:E55_Type .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_312_Submission Date Earliest,Submission Date Earliest,Submission_Date_Earliest,This field is use to link the submission event to the earliest time at which it began.,E7 Activity,-->  P17i --> E65[310_1] --> P4 --> E52[312_1] --> P82a --> xsd:dateTime,Date,"crm:P17i_motivated
<https://example.org/event/fie_310_1> .
<https://example.org/event/fie_310_1> a 
crm:E65_Creation;
crm:P4_has_time-span <https://example.org/time_span/fie_312_1> .
<https://example.org/time_span/fie_312_1> a crm:E52_Time-Span;
crm:P82a_begin_of_the_begin """"^^xsd:dateTime .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_313_Submission Date Latest,Submission Date Latest,Submission_Date_Latest,This field is use to link the submission event to the latest time at which it ended.,E7 Activity,-->  P17i --> E65[310_1] --> P4 --> E52[312_1] --> P82b --> xsd:dateTime,Date,"crm:P17i_motivated
<https://example.org/event/fie_310_1> .
<https://example.org/event/fie_310_1> a 
crm:E65_Creation;
crm:P4_has_time-span <https://example.org/time_span/fie_312_1> .
<https://example.org/time_span/fie_312_1> a crm:E52_Time-Span;
crm:P82b_end_of_the_end """"^^xsd:dateTime .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_314_Submission Type,Submission Type,Submission_Type,This field is used to indicate the type of the submission event.,E7 Activity,-->  P17i --> E65[310_1]  --> P94 --> E29[314_1] --> P2 --> E55[314_2],Concept,"crm:P17i_motivated
<https://example.org/event/fie_310_1> .
<https://example.org/event/fie_310_1> a 
crm:E65_Creation;
crm:P94_has_created
<https://example.org/event/fie_314_1> .
<https://example.org/event/fie_314_1> a 
crm:E29_Design_or_Procedure;
crm:P2_has_type <https://example.org/type/fie_314_2> .
<https://example.org/type/fie_314_2> a crm:E55_Type .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_315_Submission Description,Submission Description,Submission_Description,This field is used to link the submission event to a description of it.,E7 Activity,-->  P17i --> E65[310_1] --> P94 --> E29[314_1] --> P129i --> E33[315_1],Collection Model,"crm:P17i_motivated
<https://example.org/event/fie_310_1> .
<https://example.org/event/fie_310_1> a 
crm:E65_Creation;
crm:P94_has_created
<https://example.org/event/fie_314_1> .
<https://example.org/event/fie_314_1> a 
crm:E29_Design_or_Procedure;
crm:P119i_is_subject_of <https://example.org/conceptual_Object/fie_315_1> .
<https://example.org/conceptual_Object/fie_315_1> a crm:E73_Linguistic_Object .",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_316_Submission Name,Submission Name,Submission_Name,This field is used to describe the name of a submission submitted to meet the requirements of an overall event.,E7 Activity,-->  P17i --> E65[310_1] --> P94 --> E29[314_1] --> P1 --> E33_E41[5_1],Collection Model,"crm:P17i_motivated
<https://example.org/event/fie_310_1> .
<https://example.org/event/fie_310_1> a 
crm:E65_Creation;
crm:P94_has_created
<https://example.org/event/fie_314_1> .
<https://example.org/event/fie_314_1> a 
crm:E29_Design_or_Procedure;
crm:P1_is_identified_by <https://example.org/name/fie_5_1> .
<https://example.org/name/fie_5_1> a crm:E33_E41_Linguistic_Appellation .
",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_317_Submission Rank,Submission Rank,Submission_Rank,This field is used to describe the rank assigned to a submission submitted to meet the requirements of an overall event.,E7 Activity,-->  P17i --> E65[310_1] --> P94 --> E29[314_1] --> P140i --> E13[317_1],Collection Model,"crm:P17i_motivated
<https://example.org/event/fie_310_1> .
<https://example.org/event/fie_310_1> a 
crm:E65_Creation;
crm:P94_has_created
<https://example.org/event/fie_314_1> .
<https://example.org/event/fie_314_1> a 
crm:E29_Design_or_Procedure;
crm:P1_is_identified_by <https://example.org/name/fie_5_1> .
<https://example.org/name/fie_5_1> a crm:E33_E41_Linguistic_Appellation .
",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_319_Submission Project,Submission Project,Submission_Project,This field is used to link a submission to the project which eventually realized it.,E7 Activity,-->  P17i --> E65[310_1] --> P94 --> E29[314_1] --> P33i --> E7[319_1],Reference Model,"crm:P17i_motivated
<https://example.org/event/fie_310_1> .
<https://example.org/event/fie_310_1> a 
crm:E65_Creation;
crm:P94_has_created
<https://example.org/event/fie_314_1> .
<https://example.org/event/fie_314_1> a 
crm:E29_Design_or_Procedure;
crm:P33i_used_specific_technique <https://example.org/event/fie_319_1> .
<https://example.org/event/fie_319_1> a crm:E7_Activity .

",[CAT.7] Events,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_320_Assigned Attribute Rank Type,Assigned Attribute Rank Type,Assigned_Attribute_Rank_Type,This field is used to link an event of attribution to a rank which it assigns to some object.,E13 Attribute Assignment,--> P141 --> E54[320_1] --> P2 --> E55[320_2],Concept,"crm:P141_assigned<https://example.org/dimension/fie_320_1> .
<https://example.org/dimension/fie_320_1> a crm:E54_Dimension ;
crm:P2_has_type<https://example.org/type/fie_320_2> .
<https://example.org/type/fie_320_2> a crm:E55_Type .


",[CAT.1] Names and Classifications,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_325_Assigned Attribute Rank Value,Assigned Attribute Rank Value,Assigned_Attribute_Rank_Value,This field is used to link an event of attribution to a value for the rank which it assigns to some object.,E13 Attribute Assignment,--> P141 --> E54[320_1] --> P90 --> xsd:integer,Integer,"crm:P141_assigned<https://example.org/dimension/fie_320_1> .
<https://example.org/dimension/fie_320_1> a crm:E54_Dimension ;
crm:P90_has_value ""rank value""

",[CAT.1] Names and Classifications,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
